Name,Common_name,Taxon_id,Latitude,Longitude,Group
Cortinarius flos-paludis,,774746,50.066667,-125.416667,Macrofungi
Cortinarius fulminoides,,989287,49.5,-119.6,Macrofungi
Cortinarius furvolaesus,,,49.5,-119.6,Macrofungi
Cortinarius fuscobovinus,,1048712,49.5,-119.6,Macrofungi
Cortinarius galerinoides,,,49.5,-119.6,Macrofungi
Cortinarius gracilior,,1045328,49.5,-119.6,Macrofungi
Cortinarius guttatus,,989292,49.5,-119.6,Macrofungi
Cortinarius helobius,,989291,48.5262,-123.4,Macrofungi
Cortinarius helvelloides,,564081,46.3185,-73.8373,Macrofungi
Cortinarius helvolus,,1503269,48.5263,-123.409,Macrofungi
Cortinarius heterocyclus,,1510770,49.5,-119.6,Macrofungi
Cortinarius hillieri,,874951,49.5,-119.6,Macrofungi
Cortinarius hinnuleoarmillatus,,989300,49.5,-119.6,Macrofungi
Cortinarius humboldtensis,,500119,49.066667,-120.9,Macrofungi
Cortinarius idahoensis,,699815,49.5,-119.6,Macrofungi
Cortinarius ignipes,,,48.75,-124.75,Macrofungi
Cortinarius illibatus,,989299,49.5,-119.6,Macrofungi
Cortinarius illitus,,956250,49.5,-119.6,Macrofungi
Cortinarius imbutus,,989298,49.5,-119.6,Macrofungi
Cortinarius immixtus,,1033902,49.5,-119.6,Macrofungi
Cortinarius impennis,,967570,46.953091,-71.275238,Macrofungi
Cortinarius inolens,,,49.5,-119.6,Macrofungi
Cortinarius inops,,1269657,49.5,-119.6,Macrofungi
Cortinarius ionophyllus,,1047875,49.5,-119.6,Macrofungi
Cortinarius jubarinus,,989295,48.9895,-57.787,Macrofungi
Cortinarius junghuhnii,,989294,49.5,-119.6,Macrofungi
Cortinarius laetissimus,,,49.5,-119.6,Macrofungi
Cortinarius latus,,989331,55.25,-127.666667,Macrofungi
Cortinarius leucopus,,874953,49.5,-119.6,Macrofungi
Cortinarius livido-ochraceus,wrinkled webcap,500057,49.5,-119.6,Macrofungi
Cortinarius luteoarmillatus,,118380,49.5,-119.6,Macrofungi
