sequence,taxon_id,Name,Common name,Latitude,Longitude,type locality
649,31838,Amphisbaena hogei,Hoge's Worm Lizard,-24.083,-45.7,"Type locality: Brazil; São Paulo: Ilha dos Alcatrazes (24°05’S, 45°42’W)."
722,738064,Amphisbaena hoogmoedi,Amphisbaena hoogmoedi,-9.352,-56.692,"Type locality: right bank of Teles Pires River (- 9.352°S -56.692° W, 220 m elevation; datum WGS 84), area impacted by the Teles Pires hydroelectric dam, Jacareacanga municipality, Pará, Brazil"
723,738065,Amphisbaena kiriri,Amphisbaena kiriri,-10.5583458,-40.5692218,"Type locality: municipality of Campo Formoso, state of Bahia, Brazil, (10.5583458S 40.5692218W; 877 m elevation)"
1215,31724,Amphisbaena kraoh,Amphisbaena kraoh,-9.1569,-48.4107,"Type locality: Brazil; Pedro Afonso, Godia´s."
405,93965,Amphisbaena leali,Pestel Amphisbaena,18.3093,-74.6406,"Type locality: 5.0 km S Pestel, Dépt. de la Grande Anse,
Haiti."
677,31832,Amphisbaena leeseri,Urucum Worm Lizard,-19.135,-57.5664,"Type locality: Brazil; Mato Grosso do Sul, Urucum
(198109S, 578399W)."
1318,318622,Amphisbaena maranhensis,Maranhão Worm Lizard,-7.1525,-45.304,"Type locality: Municipality of Loreto (07°09’09” S; 45°18’14” W), Maranhão state, Brazil."
870,889693,Amphisbaena mebengokre,Amphisbaena mebengokre,-16.45694,-51.37806,"Type locality: banks of the Caiapó River (16o27’25’’S, 51o22’41’’W; 464 m above of sea level; datum = WGS84) near to the Hydroelectric Power Plant Santo Antônio do Caiapó, Municipality of Arenópolis, State of Goiás, Brazil"
66,539255,Amphisbaena metallurga,Amphisbaena metallurga,-18.9,-43.4167,"Type locality: Brazil: Minas Gerais: Conceição do Mato Dentro, semi-deciduous seasonal forest, ca. 18°54′ S, 43°25′ W, 700 m elevation, southern Espinhaço Range (Fig. 2)."
651,31825,Amphisbaena miringoera,Amphisbaena miringoera,-8.7622,-63.9006,"Type locality:  Brasil, Mato Grosso do Norte, Porto Velho, Rio Tapirapes."
765,1119988,Amphisbaena mongoyo,Amphisbaena mongoyo,-14.790825,-40.720825,"Type locality: Fazenda Esperança, Vitória da Conquista municipality, (14°47′26.94′′S, 40°43′14.94′′W, 917 m a.s.l., WGS84), Bahia state, Brazil"
394,31822,Amphisbaena myersi,Amphisbaena myersi,5.417,-54.983,"Type locality: Surinam; Jodensavanne (05°25’N, 54°59’W)."
1266,1031586,Amphisbaena nana,Amphisbaena nana,-29.95,-51.717,"Type locality: São Jerônimo, State of Rio Grande do Sul, Brazil (29° 57’ S, 51° 43’ W). "
2417,31820,Amphisbaena nigricauda,Black-headed Worm Lizard,-19,-40,"Type locality: Brazil; Espirito Santo, Refugio Sooretama
(19°00’S, 40°00’W). "
2946,31815,Amphisbaena pericensis,Perico Worm Lizard,-5.35,-78.7833,"Type locality: Peru: Cajamarca: Perico (05°21’S, 78°47’W)."
80,539256,Amphisbaena persephone,Amphisbaena persephone,-13.8833,-45.7,"Type locality: fragment of Cerrado vegetation in Jatobá farm (13°53’S, 45°42’W, datum SAD 69), municipality of Jaborandi, southwestern region of the state of Bahia, close to the border with the state of Goiás, northeastern Brazil"
652,31813,Amphisbaena polygrammica,Werner's Worm Lizard,-11.067,-75.317,"Type locality: Peru; Junin; Chanchamayo (11°04’S, 75°19’W)."
2541,31807,Amphisbaena rozei,Roze's Worm Lizard,5.5,-64.6667,"Type locality: Venezuela; Bolivar, headwaters of Cafio
Majagua (enters the Rio Chipura at 05°30’N, 64°40’W)."
684,31806,Amphisbaena sanctaeritae,Amphisbaena sanctaeritae,-21.7,-47.4667,"Type locality: Brazil: Santa Rita do Passa Quatro (21°42’S, 47°28’W)."
1223,93967,Amphisbaena saxosa,Amphisbaena saxosa,-9.75,-48.35,"Type locality: “Brasil: Tocantins: UHE Luis Eduardo Magalhães
(09°45’S, 48°21’W)”"
653,31803,Amphisbaena slateri,Slater's Worm Lizard,-13.4167,-70.3,"Type locality: Peru; Puno, Valley of the Rio San Gaban (enters the Rio Inambari at 13°25’S, 70°18’W), elevation 2000– 3000 feet (~600–900 m)"
286,31801,Amphisbaena spurelli,Spirrelli's Worm Lizard,,,
1226,93968,Amphisbaena supernumeraria,Amphisbaena supernumeraria,-8.487,-37.28,"Type locality: at Fazenda Porto Seguro (08°29’13’’S, 37°16’ 52’’W), Parque Nacional do Catimbau, municipality of Buique, state of Pernambuco, Brazil."
654,1031588,Amphisbaena tiaraju,Amphisbaena tiaraju,-28.1417,-54.8333,"Type locality: Cerro Largo, State of Rio Grande do Sul, Brazil (28° 8’ 30’’S, 54° 49’ 59.9’’ W). "
1230,31798,Amphisbaena tragorrhectes,Amphisbaena tragorrhectes,-3.0972,-55.0599,"Type locality: Brazil, Para, Oriximina"
2356,93969,Amphisbaena uroxena,Amphisbaena uroxena,-13.1636,-41.4053,"Type locality: Fazenda Caraibas (13°09’49’’S, 41°24’19’’W), district of Cascavel, municipality of Mucugê, Serra do Espinhaço (Chapada Diamantina), state of Bahia, Brazil."
1235,31795,Amphisbaena xera,Dry Worm Lizard,17.9547,-66.8486,"Type locality: 7 km E Guánica, 600 ft. elevation, Puerto Rico."
360,34936,Anadia altaserrania,Anadia altaserrania,10.41,-73.65,"Type locality: between Duriameina (10°39' N, 73°39' W) and Mamancanaca (10°43' N, 73°39' W), Sierra Nevada de Santa Marta, Dept. Magdalena, Colombia, 3383-3452 m elevation."
419,34935,Anadia blakei,Blake's Anadia,10.3167,-63.6522,"Type locality: Turumiquire mountains, Estado Sucre, Venezuela, elevation 1600 m."
361,34933,Anadia brevifrontalis,Shorthead Anadia,8.6167,-71.1833,"Type locality: Río Albarregas and Escorial, Estado Mérida, Venezuela."
2196,94010,Anadia escalerae,Anadia escalerae,5.8282,-62.4246,"Type locality: La Escalera region, ‘‘132 km SE Río Cuyuní (5 46 km SE km 88) on road to Santa Elena, 1430 m elevation,’’ Edo. Bolívar, Venezuela."
563,34932,Anadia hobarti,Hobart's Anadia,9.2333,-70.4,"Type locality: Páramo El Riecito, 2625 m elevation, near the haedwaters of Río Castán and Río Riecito (a.k.a. Esdorá), S of the village of Ortíz, about 15 km straight line SE of the city of Trujillo, Distrito and Estado Trujillo, Venezuela (9° 14’ N, 70° 24’ W)."
2769,1403185,Anadia hollandi,Anadia hollandi,5.496,-75.889,"Type locality: Mesenia-Paramillo Nature Reserve (5.496º N, 75.889º W), at 2170 m asl,  about 14 km south of the municipality of Jardín (Antioquia), Colombia."
1196,34931,Anadia marmorata,Spotted Anadia,,,Type locality: Colombia (in error fide OFTEDAL 1974 who suggested to correct it to “northcentral Venezuela”).
362,94012,Anadia pariaensis,Anadia pariaensis,10.6172,-63.8661,"Type locality: Rio Tacarigua, Parque Nacional Peninsula de Paria, Estado Sucre, Venezuela, elevation 470 m."
2197,34926,Anadia steyeri,Steyer's Anadia,10.4578,-68.1547,"Type locality: Puerto Cabello, Estado Aragua, Venezuela."
604,31784,Ancylocranium barkeri,Lindi Sharp-snouted Worm Lizard,-10.4542,39.1965,"Type locality: Mbemkuru River, Lindi District, Tanzania."
16,31781,Ancylocranium ionidesi,Kilwa Sharp-snouted Worm Lizard,-9.3359,39.3931,"Type locality: Mtene, Rondo Plateau, Lindi District, Tanzania."
2805,1403183,Ancylodactylus alantika,Alantika Round-eyed Gecko,8.6045,12.6131,"Type locality: Cameroon, North Province, Monts Alantika, 8°36’18’’N, 12°36’47’’E, elevation 1650 m"
2803,1403181,Ancylodactylus chyuluensis,Chyulu Hills Hook-toed Gecko,-2.56017,37.88877,"Type locality: Chyulu Hills National Park, Makueni County, Kenya (02.56017° S, 37.88877° E; 1200 m)"
2851,1403179,Ancylodactylus dilepis,Two-scaled Gecko,2.8122,9.7226,"Type locality: Foulassi, South Province, Cameroon."
2764,1403176,Ancylodactylus kenyaensis,Kenya Hook-toed Gecko,-0.30101,37.58712,"Type locality: Mt. Kenya Forest, Chuka Block, Meru, Tharaka-Nithi County, Kenya (00.30101° S, 37.58712° E; 1680 m)"
2763,1403175,Ancylodactylus kituiensis,Ancylodactylus kituiensis,-1.77512,38.40588,"Type locality: Mutha Hill, Kitui South, Kenya (01.77512° S, 38.40588° E; 1300 m elevation)"
2802,1403174,Ancylodactylus koehleri,Cameroon Mountains Round-eyed Gecko,4.1511,9.7058,"Type locality: Buea [Buca?], Cameroon Mountains."
2801,1403173,Ancylodactylus laikipiensis,Ancylodactylus laikipiensis,0.615,36.36889,"Type locality: Ol Ari Nyiro Ranch-Laikipia Nature Conservancy at Mukutani Gorge Lodge, Laikipia County, Kenya (00.61500° N, 36.36889° E; 1775 m)"
2800,1403172,Ancylodactylus mathewsensis,Ancylodactylus mathewsensis,1.25558,37.2213,"Type locality: Mathews Range Forest at Mugur area, Namunyak Conservancy, Samburu County, Kenya (01.25558° N, 37.22130° E; 1768 m)."
2855,1403170,Ancylodactylus petrodroma,Nigeria Crag Gecko,7.07,5.945,"Type locality: Idanre HiIls, Province Ondo, Nigeria occidental, 800 m elevation."
2762,1403168,Ancylodactylus spawlsi,Ancylodactylus spawlsi,0.213,37.12985,"Type locality: Lolldaiga Farm, Lolldaiga Hills Conservancy, Laikipia County, Kenya (00.21300° N, 37.12985° E; 2120 m)"
816,606424,Andinosaura afrania,Andinosaura afrania,6.3825,-76.0744,"Type locality: Valle Real, 13 km northeast on Urrao- Caicedo road (6° 22’57’’N, 76°4’26’’W), Municipio de Urrao, Departamento de Antioquia, Colombia, 2,350 m elevation."
817,606425,Andinosaura aurea,Andinosaura aurea,-3.6494,-79.1931,"Type locality: ECUADOR: El Oro: Guanazán, 2789 m elevation."
1225,606426,Andinosaura crypta,Andinosaura crypta,-0.7187,-78.5613,"Type locality: Pilaló, Cotopaxi, Ecuador, 2320–2700 m elevation"
1856,606428,Andinosaura kiziriani,Andinosaura kiziriani,-2.78,-78.49,"Type locality: ECUADOR: Azuay: San Antonio, 1900 m elevation"
2199,606431,Andinosaura petrorum,Andinosaura petrorum,-2.0597,-78.6227,"Type locality: trail between Sevilla de Oro and Méndez, on the eastern slopes of the mountains between Cerro Negro and Pailas, Morona-Santiago, Ecuador."
2200,606432,Andinosaura stellae,Andinosaura stellae,1.167745,-77.998826,"Type locality: Reserva La Planada, corregimiento de Ricaurte, municipio de Barbacoas, Departamento	de Nariño, Colombia."
617,606433,Andinosaura vespertina,Andinosaura vespertina,-4.5656,-79.1534,"Type locality: Chitogué, Loja, elevation 6000 ft = 1820 m"
2201,606434,Andinosaura vieta,Andinosaura vieta,-0.4167,-78.9667,"Type locality: San Francisco de Las Pampas, Cotopaxi, Ecuador, 78° 58’ W, 00° 25’ S, 1800 m elevation."
2639,539263,Anilios ammodytes,Sand-diving Blind Snake,-27.0733,153.5115,"Type locality: “Hermite Is., Monte Bello Ils. [= Montebello Islands], W.A.” [= Western Australia]"
2965,539264,Anilios aspina,Round-tailed Blind Snake,-23.45,145.2667,"Type locality: Margot Stn, 20 km N Barcaldine (23°27'S, 145°16'E) CQ [= central Queensland]"
1199,539266,Anilios batillus,Shovel-snouted Blind Snake,-35.1115,147.3531,"Type locality: Wagga Wagga, New South Wales"
1249,539274,Anilios erycinus,Northern New Guinea blindsnake,-4.378,144.654,Type locality: German New Guinea [= NE Papua New Guinea]
81,539275,Anilios fossor,Hale River Blind Snake,-23.4667,134.9667,"Type locality: Glen Annie, Ruby Gap Nature Park, Northern Territory, Australia, 23°28'S 134°58'E, elevation ca. 500 m."
49,539280,Anilios howi,Kimberley deep-soil Blind Snake,-14.5667,125.85,"Type locality: ""Walsh Point, Western Australia [Australia], in 14°34'S, 125°51'E."""
438,539281,Anilios insperatus,Fassifern Blind Snake,-27.8167,152.6167,"Type locality: Warrill View, Department of Primary Industries Animal Genetic Centre Farm (2749' S, 15237' E), "
2823,539282,Anilios kimberleyensis,Kimberley Shallow-soil Blind Snake,-14.5333,125.1333,"Type locality: Bigge Island, 14°32’ S, 125° 08’ E, Western Australia."
637,539286,Anilios longissimus,Barrow Island Blind Snake,-20.9,115.3667,"Type locality: Bandicoot Bay, Barrow Island, Western Australia, 20°54' S, 115°22' E."
943,539287,Anilios margaretae,Buff-snouted Blind Snake,-27.4167,124.3,"Type locality: Lake Throssell, 27° 25’ S, 124° 18’ E, Western Australia"
1060,539288,Anilios micromma,Small-eyed Blind Snake,-17.8667,125.4333,"Type locality: Leopold Downs, 17° 52’ S, 125° 26’ E, Western Australia."
1054,539289,Anilios minimus,Groote Eylandt Dwarf Blind Snake,-14.6631,135.8459,"Type locality: Groote Eylandt, Gulf of Carpentaria, Northern Territory."
1250,539290,Anilios nema,Thread-like Blind Snake,-12.4217,130.8322,"Type locality: “Fannie Bay, Darwin, NT.”"
569,606435,Anilios obtusifrons,Blunt-snouted Blind Snake,-27.922,114.1633,"Type locality: 23 km south of Kalbarri (27°55'19""S; 114°09'48""E), Western Australia."
82,539296,Anilios robertsi,Roberts' Blind Snake,-15.8333,145.2333,"Type locality: Romeo Ck, via Shipton's Flat (15°50'S, 145°14'E) NEQ."
905,539298,Anilios splendidus,Splendid Blind Snake,-22.0167,113.9333,"Type locality: Milyering Well, Cape Range National Park, Western Australia, 22°01'S, 113°56'E."
34,606436,Anilios systenos,Sharp-snouted Blind Snake,-28.7667,114.6167,"Type locality: 15 km east of Geraldton (28°46'S; 114°37'E), Western Australia."
1188,539300,Anilios tovelli,Darwin Blind Snake,-12.4694,130.8473,"Type locality: Koonowarra Sports Ground, about 5 mi S Darwin, Northern Territory."
1497,539301,Anilios troglodytes,Sandamara Blind Snake,-17.619,125.2333,"Type locality: ""Tunnel Cave, Napier Range, Western Australia, in 17° 37'8, 125°14'E."""
848,1119987,Anilios vagurima,Mornington Blind Snake,-17.0338,126.6537,"Type locality: Mornington Sanctuary, south central Kimberley region, Western Australia, Australia (-17.0338°S, 126.6537°E)."
1251,539305,Anilios yampiensis,Yampi Blind Snake,-16.133,123.75,"Type locality: Koolan Is., 16° 08’ S, 123° 45’ E, Western Australia."
1526,539306,Anilios yirrikalae,Yirrkala Blind Snake,-12.3615,136.8434,"Type locality: Yirrikala Mission Station, near Caledon Bay, Arnhem Land, Northern Territory."
1410,539307,Anilios zonula,West Kimberley Blind Snake,-15.952419,124.563205,"Type locality: Storr Island, Western Australia, Australia (15°57’8.71’’S, 124°33’49.54’’E; datum = WGS84."
983,36575,Anolis agueroi,Cabo Cruz Bearded Anole,20.1191,-76.1435,"Type locality: La Juba, Bosque Castillo, Meseta de Cabo Cruz, Niquero, Granma, Cuba"
131,965928,Anolis arenal,Arenal Anole,10.46048,-84.75434,"Type locality: Costa Rica, Province Alajuela, Parque Nacional Volcán Arenal (10.46048°; -84.75434°, 585 m elevation above sea level"
1374,36501,Anolis bellipeniculus,Cerro Yaví Anole,,,"Type locality: summit of Cerro Yaví, 2150 m elevation, Amazonas, Venezuela."
352,116399,Anolis birama,Branch Anole,20.41,-76.38,"Type locality: ""las margenes del Rfo Cauto, Birama, Provincia Granma, Cuba"""
2954,116400,Anolis bitectus,Roof Anole,-0.5,-79.5,Type locality: West Ecuador
712,36529,Anolis blanquillanus,Hummelinck's Anole,10.5975,-63.8619,"Type locality: El Jaque, Isla Blanquilla, Venezuela"
1367,318624,Anolis breslini,Northwest Haitian Stout Anole,19.7446,-73.5781,"Type locality: Môle St. Nicholas, Departement du Nord-Ouest,
Haiti."
2565,965929,Anolis brianjuliani,Espino Blanco Anole,17.10336,-98.73065,"Type locality: near Espino Blanco, along road from Santa Cruz El Rincón to Tlapa (17.10336°N, 98.73065°W, WGS84), 2055 m, Estado de Guerrero, Mexico."
2617,36519,Anolis brunneus,Crooked lsland Anole,22.686084,-73.969124,"Type locality: Crooked Island, Bahama Islands."
556,36517,Anolis caquetae,Caquetá Anole,-0.5383,-70.0875,"Type locality:  Colombia, Caqueta, Camp Soratama, Upper Apaporis."
2671,36500,Anolis carlostoddi,Abacaba Tepui Anole,5.2,-62.3167,"Type locality: the southern high plateau of Abacapa-tepui (5° 12’ N, 62° 19’ W) (Chimantá V.), Estado Bolivar, Venezuela, 2,200 m elevation."
2831,116406,Anolis confusus,Cabo Cruz Trunk Anole,20.2741,-76.204,"Type locality: ""entre Monte Gordo y Vereón, 7 km NNE de Cabo Cruz, Niquero, Granma, Cuba"""
2861,36486,Anolis cupeyalensis,Cupeyal Anole,20.5333,-75.7,"Type locality: “Campamento Cupeyal in der Sierra de Magueg
(Ost-Oriente, Kuba)”"
785,73613,Anolis cuprinus,Chiapas Anole,16.1952,-94.7988,"Type locality: Mexico: Zanatepec, Oaxaca"
2872,116408,Anolis damulus,Cope's Smooth Anole,,,Type locality: unknown (fide SMITH & TAYLOR 1950)
547,36476,Anolis darlingtoni,Darlington's Anole,18.2011,-74.1314,"Type locality: Roche Croix, Massif de la Hotte, about 5000 ft., Département de la Grand'Anse, Haiti."
1375,116409,Anolis delafuentei,Guamuhaya Anole,21.8776,-79.5218,"Type locality: Topes de Collantes, Sierra de Trinidad, Sancti Spiritus Province, Cuba."
1373,36475,Anolis deltae,Delta Anole,,,"Type locality:  Venezuela, Delta Amacuro, Mision Araquaimuj"
2874,36451,Anolis dolichocephalus,Place Negre Anole,18.46684,-74.116,"Type locality: Place Nègre, near Jérémie, Département de la Grand'Anse, Haiti.

portusalus: Presqu'île de Port-Salut. 

sarmenticola: southern lower slopes of Massif de la Hotte."
1046,1148896,Anolis doris,Gonave Stout Anole,18.0556,-73.2925,Type locality: Île de la Gonâve
1443,36499,Anolis euskalerriari,Turik Mesa Anole,10.3731,-72.7408,"Type locality: canyons of Mesa Turik, Sierra de Perijá, Estado Zulia, Venezuela, (10° 22’ 23’’ N, 72° 44’ 27’’ W), 1600 m elevation."
2564,36443,Anolis fairchildi,Cay Sal Anole,23.696593,-80.387774,"Type locality: Cay Sal, Bahama Islands."
1092,36434,Anolis garridoi,Escambray Twig Anole,21.8723,-79.55,"Type locality: Topes de collantes, Sierra de Trinidad, Sancti Spíritus province, Cuba, approx. 700 m elevation"
2891,116413,Anolis gibbiceps,Hook Anole,10.488,-66.8792,"Type locality: Caracas, Venezuela; may be in error (see comment)"
1146,539318,Anolis gonavensis,Gonâve Twig Anole,18.75323,-72.85667,"Type locality: Île de la Gonâve (18.75323, -72.85667), 362 m, Département de l’Ouest, Haiti."
678,94159,Anolis gruuo,Rio San Felix Anole,8.5333,-81.8333,"Type locality: near the headwaters of Río San Félix, ca. 2 km N Escopeta Camp, ca. 8° 32’ N, 81° 50 W, Serranía de Tabasará, 900 m elevation, Comarca Ngöbe Bugle, Distrito de Nole Düima, Corregimiento de Jadeberi, Panama."
2880,36428,Anolis guamuhaya,Escambray Bearded Anole,21.91,-79.3167,"Type locality: ""entre Jibacoa y Topes de Collantes, Sierra de Trinidad (Sierra del Escambray o Macizo de Guamuhaya), Provincia de Sancti Spiritus, a nos 900 m [elevation]"""
1290,116418,Anolis haguei,Hague's Anole,15.765,-90.147,"Type locality: Two km south of Finca Chichén, Alta Verapaz, Guatemala, elevation 1400 to 2590 m"
