taxon_id,Name,Common name,Latitude,Longitude
562225,Vanuatubasis santoensis,Vanuatubasis santoensis,-15.58,167
733526,Euthore parda,Euthore parda,,
562119,Pseudagrion samoense,Pseudagrion samoense,,
561455,Heteragrion luisfelipei,Heteragrion luisfelipei,,
108512,Paragomphus pardalinus,Paragomphus pardalinus,,
433541,Cornigomphus mariannae,Cornigomphus mariannae,,
561906,Fluminagrion taxaense,Fluminagrion taxaense,,
197319,Archilestes regalis,Regal Spreadwing,21.3901,-98.995
100203,Epipleoneura pereirai,Epipleoneura pereirai,5.471705,-55.211967
100205,Epipleoneura uncinata,Epipleoneura uncinata,0.82,-66.13
561728,Palaiargia quandti,Palaiargia quandti,-5.12028,141.25806
197380,Peristicta forceps,Peristicta forceps,-12.49964,-54.0332
106931,Nesolestes drocera,Nesolestes drocera,,
106935,Nesolestes pauliani,Nesolestes pauliani,,
563357,Schizocordulia rustica,Schizocordulia rustica,,
563253,Sympetrum nomurai,Sympetrum nomurai,,
563203,Orionothemis felixorioni,Orionothemis felixorioni,,
563053,Erythrodiplax anomala,Erythrodiplax anomala,-33.9783,-59.1662
563093,Lanthanusa donaldi,Lanthanusa donaldi,-5.779,145.03
563094,Lanthanusa lamberti,Lanthanusa lamberti,-5.486,142.302
563205,Orthemis celata,Orthemis celata,,
563049,Eleuthemis umbrina,Shadow Firebelly,6.2017,-0.5365
562417,Sarasaeschna gaofengensis,Sarasaeschna gaofengensis,,
1527066,Neocaledosynthemis ariadne,Neocaledosynthemis ariadne,,
103409,Indolestes boninensis,Indolestes boninensis,,
563245,Rhyothemis rita,Rita Flutterer,-0.90491,130.55226
99324,Diplacina paula,Diplacina paula,-5.283,142.497
563129,Micrathyria cambridgei,Micrathyria cambridgei,3.91451,-53.24036
108232,Palaemnema orientalis,Palaemnema orientalis,10.7138,-61.961
105777,Microgomphus lilliputians,Microgomphus lilliputians,,
562682,Phyllocycla foliata,Phyllocycla foliata,,
562748,Progomphus recticarinatus,Progomphus recticarinatus,,
562772,Stylogomphus lutantus,Stylogomphus lutantus,,
114304,Tragogomphus ellioti,Tragogomphus ellioti,-1.96549,12.21879
97234,Chalcothore montgomeryi,Chalcothore montgomeryi,1.21521,-70.24407
111696,Rhinocypha ignipennis,Rhinocypha ignipennis,25.5784,91.8917
562428,Sarasaeschna zhuae,Sarasaeschna zhuae,,
110623,Progomphus mexicanus,Mexican Sanddragon,10.438,-85.565
1360667,Chlorogomphus vani,Chlorogomphus vani,12.478,108.4617
561649,Lochmaeocnemis malacodora,Lochmaeocnemis malacodora,,
433253,Asiagomphus gongshanensis,Asiagomphus gongshanensis,12.2026,107.7583
562489,Burmagomphus gratiosus,Burmagomphus gratiosus,,
110801,Pseudagrion fisheri,Dark-tailed Sprite,7.5546,3.427
562573,Lamelligomphus trinus,Lamelligomphus trinus,,
562109,Pseudagrion macrolucidum,Pseudagrion macrolucidum,,
562547,Gomphidia javanica,Gomphidia javanica,-6.47898,106.465
562535,Euthygomphus martini,Euthygomphus martini,22.629597,112.646681
100039,Epigomphus camelus,Camel Knobtail,10.309,-84.716
100052,Epigomphus subsimilis,Alajuela Knobtail,10.190132,-84.841644
562526,Epigomphus wagneri,Wagner's Knobtail,,
